,district,fiyat,,update_date,m2_brut,bina_yasi,kat_sayisi,kullanim_durumu,banyo_sayisi,creation_date,Type,m2_net,oda_sayisi,bulundugu_kat,isitma_tip,site
5297,besiktas,"2,100,000TL",,11 Ocak 2022,85 m2,0 (Yeni),6,Kiracı Oturuyor,1,11 Ocak 2022,Konut,70 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5298,besiktas,"6,500,000TLarrow_downward%8",,23 Şubat 2022,287 m2,15-Nov,3,Kiracı Oturuyor,4,11 Ocak 2022,Konut,275 m2,6+3,Müstakil,Kombi Doğalgaz,Hayır
5299,besiktas,"12,000,000TL",,02 Mart 2022,320 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,3,09 Ocak 2022,Konut,300 m2,4+2,5. Kat,Yerden Isıtma,Hayır
5300,besiktas,"18,200,000TL",,09 Ocak 2022,212 m2,0 (Yeni),4,Boş,3,09 Ocak 2022,Konut,178 m2,3+1,1. Kat,Merkezi Doğalgaz,Hayır
5301,besiktas,"35,000,000TL",,09 Ocak 2022,400 m2,15-Nov,30,Boş,5,09 Ocak 2022,Konut,350 m2,5+1,30-40. Kat,Merkezi (Pay Ölçer),Hayır
5302,besiktas,"10,500,000TL",,09 Ocak 2022,143 m2,2,5,Boş,2,09 Ocak 2022,Konut,106 m2,2+1,4. Kat,Yerden Isıtma,Hayır
5303,besiktas,"11,000,000TL",,21 Ocak 2022,240 m2,16-20,7,Mülk Sahibi Oturuyor,3,09 Ocak 2022,Konut,200 m2,3.5+1,1. Kat,Merkezi Doğalgaz,Hayır
5304,besiktas,"35,000,000TL",,11 Şubat 2022,420 m2,2,5,Boş,4,09 Ocak 2022,Konut,350 m2,4+2,Bahçe Katı,Yerden Isıtma,Hayır
5305,besiktas,"56,500,000TL",,07 Ocak 2022,600 m2,10-May,3,Boş,5,07 Ocak 2022,Konut,500 m2,5+3,Villa Tipi,Kombi Doğalgaz,Evet
5306,besiktas,"55,000,000TL",,07 Ocak 2022,400 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,3,07 Ocak 2022,Konut,300 m2,5+1,3. Kat,Merkezi (Pay Ölçer),Evet
5307,besiktas,"7,400,000TL",,12 Şubat 2022,185 m2,21 Ve Üzeri,7,Boş,2,07 Ocak 2022,Konut,175 m2,4+1,4. Kat,Merkezi (Pay Ölçer),Hayır
5308,besiktas,"1,250,000TL",,06 Ocak 2022,100 m2,21 Ve Üzeri,5,Boş,1,06 Ocak 2022,Konut,95 m2,3+1,Düz Giriş,Kombi Doğalgaz,Hayır
5309,besiktas,"24,500,000TL",,23 Şubat 2022,280 m2,21 Ve Üzeri,4,Kiracı Oturuyor,3,06 Ocak 2022,Konut,240 m2,5+1,Müstakil,Kombi Doğalgaz,Hayır
5310,besiktas,"48,000,000TL",,06 Ocak 2022,300 m2,21 Ve Üzeri,6,Kiracı Oturuyor,3,06 Ocak 2022,Konut,272 m2,5+1,Bahçe Katı,Merkezi (Pay Ölçer),Evet
5311,besiktas,"65,000,000TL",,14 Şubat 2022,500 m2,21 Ve Üzeri,10,Kiracı Oturuyor,5,06 Ocak 2022,Konut,437 m2,6+1,6. Kat,Merkezi Doğalgaz,Evet
5312,besiktas,"26,900,000TL",,03 Ocak 2022,340 m2,10-May,7,Boş,3,03 Ocak 2022,Konut,260 m2,3+1,4. Kat,Merkezi (Pay Ölçer),Evet
5313,besiktas,"21,000,000TL",,03 Ocak 2022,240 m2,16-20,5,Kiracı Oturuyor,2,03 Ocak 2022,Konut,220 m2,4+1,3. Kat,Merkezi (Pay Ölçer),Hayır
5314,besiktas,"1,250,000TL",,03 Mart 2022,80 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,02 Ocak 2022,Konut,70 m2,1+1,Bahçe Dublex,Kombi Doğalgaz,Evet
5315,besiktas,"10,950,000TL",,01 Ocak 2022,320 m2,16-20,4,Mülk Sahibi Oturuyor,3,01 Ocak 2022,Konut,270 m2,6+1,4. Kat,Merkezi Doğalgaz,Hayır
5316,besiktas,"1,700,000TL",,31 Aralık 2021,120 m2,0 (Yeni),5,Boş,1,31 Aralık 2021,Konut,110 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
5317,besiktas,"2,500,000TL",,31 Aralık 2021,130 m2,21 Ve Üzeri,5,Boş,2,31 Aralık 2021,Konut,120 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
5318,besiktas,"1,500,000TL",,03 Ocak 2022,125 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,31 Aralık 2021,Konut,110 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
5319,besiktas,"1,100,000TL",,13 Ocak 2022,95 m2,21 Ve Üzeri,6,Kiracı Oturuyor,1,31 Aralık 2021,Konut,90 m2,3+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
5320,besiktas,"34,000,000TL",,30 Aralık 2021,260 m2,0 (Yeni),6,Boş,3,30 Aralık 2021,Konut,220 m2,4.5+1,4. Kat,Yerden Isıtma,Hayır
5321,besiktas,"9,500,000TL",,30 Aralık 2021,100 m2,16-20,6,Boş,1,30 Aralık 2021,Konut,90 m2,1+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır
5322,besiktas,"2,950,000TL",,15 Şubat 2022,100 m2,0 (Yeni),15,Boş,1,30 Aralık 2021,Konut,70 m2,2+1,11. Kat,Merkezi Doğalgaz,Hayır
5323,besiktas,"30,000,000TL",,28 Aralık 2021,270 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,28 Aralık 2021,Konut,256 m2,4+1,1. Kat,Merkezi (Pay Ölçer),Hayır
5324,besiktas,"25,000,000TL",,28 Aralık 2021,350 m2,10-May,4,Kiracı Oturuyor,4,28 Aralık 2021,Konut,300 m2,5+1,4. Kat,Merkezi (Pay Ölçer),Hayır
5325,besiktas,"1,350,000TL",,27 Aralık 2021,55 m2,10-May,5,Kiracı Oturuyor,1,27 Aralık 2021,Konut,40 m2,1+1,2. Kat,Kombi Doğalgaz,Hayır
5326,besiktas,"7,500,000TL",,02 Ocak 2022,210 m2,21 Ve Üzeri,3,Kiracı Oturuyor,2,28 Aralık 2021,Konut,165 m2,6+1,Düz Giriş,Kombi Doğalgaz,Hayır
5327,besiktas,"4,700,000TL",,02 Ocak 2022,150 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,27 Aralık 2021,Konut,140 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5328,besiktas,"9,250,000TL",,26 Ocak 2022,140 m2,0 (Yeni),6,Boş,2,27 Aralık 2021,Konut,120 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
5329,besiktas,"5,850,000TL",,29 Ocak 2022,103 m2,4,3,Kiracı Oturuyor,1,27 Aralık 2021,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5330,besiktas,"27,000,000TL",,24 Şubat 2022,480 m2,21 Ve Üzeri,4,Boş,3,27 Aralık 2021,Konut,400 m2,8+ Oda,Müstakil,Kombi Doğalgaz,Hayır
5331,besiktas,"1,050,000TL",,26 Aralık 2021,110 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,26 Aralık 2021,Konut,90 m2,2+1,Çatı Katı,Kombi Doğalgaz,Hayır
5332,besiktas,"3,250,000TL",,26 Aralık 2021,110 m2,4,3,Kiracı Oturuyor,2,26 Aralık 2021,Konut,90 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
5333,besiktas,"55,000,000TL",,05 Ocak 2022,200 m2,21 Ve Üzeri,6,Kiracı Oturuyor,2,26 Aralık 2021,Konut,180 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
5334,besiktas,"22,000,000TL",,24 Aralık 2021,360 m2,21 Ve Üzeri,3,Boş,2,24 Aralık 2021,Konut,260 m2,4+1,3. Kat,Merkezi Doğalgaz,Hayır
5335,besiktas,"19,000,000TL",,23 Aralık 2021,195 m2,15-Nov,30,Mülk Sahibi Oturuyor,4,23 Aralık 2021,Konut,155 m2,3.5+1,21. Kat,Merkezi (Pay Ölçer),Hayır
5336,besiktas,"8,500,000TL",,24 Aralık 2021,140 m2,0 (Yeni),6,Boş,1,23 Aralık 2021,Konut,120 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
5337,besiktas,"9,100,000TL",,24 Aralık 2021,200 m2,0 (Yeni),6,Boş,1,23 Aralık 2021,Konut,180 m2,4+1,6. Kat,Kombi Doğalgaz,Hayır
5338,besiktas,"10,500,000TL",,08 Şubat 2022,240 m2,10-May,6,Mülk Sahibi Oturuyor,3,23 Aralık 2021,Konut,160 m2,3+2,Çatı Katı,Kat Kaloriferi,Hayır
5339,besiktas,"21,000,000TL",,05 Ocak 2022,260 m2,0 (Yeni),6,Boş,3,21 Aralık 2021,Konut,220 m2,4.5+1,4. Kat,Yerden Isıtma,Evet
5340,besiktas,"5,850,000TL",,21 Şubat 2022,103 m2,4,3,Kiracı Oturuyor,1,21 Aralık 2021,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5341,besiktas,"33,800,000TL",,20 Aralık 2021,320 m2,16-20,5,Mülk Sahibi Oturuyor,3,20 Aralık 2021,Konut,300 m2,4.5+1,5. Kat,Merkezi Doğalgaz,Hayır
5342,besiktas,"800,000TL",,08 Ocak 2022,125 m2,10-May,2,Mülk Sahibi Oturuyor,1,19 Aralık 2021,Konut,77 m2,4+1,Kot 2 (-2). Kat,Isıtma Yok,Hayır
5343,besiktas,"95,000,000TLarrow_downward%18",,05 Şubat 2022,250 m2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,3,18 Aralık 2021,Konut,200 m2,4+1,2. Kat,Merkezi (Pay Ölçer),Evet
5344,besiktas,"16,500,000TLarrow_downward%32",,23 Aralık 2021,220 m2,21 Ve Üzeri,5,Kiracı Oturuyor,2,18 Aralık 2021,Konut,190 m2,4+1,3. Kat,Merkezi (Pay Ölçer),Hayır
5345,besiktas,"2,750,000TL",,18 Aralık 2021,120 m2,21 Ve Üzeri,5,Boş,1,18 Aralık 2021,Konut,110 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5346,besiktas,"50,000,000TL",,05 Ocak 2022,380 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,6+,18 Aralık 2021,Konut,350 m2,7+1,1. Kat,Kombi Doğalgaz,Hayır
5347,besiktas,"43,750,000TLarrow_downward%32",,23 Aralık 2021,400 m2,10-May,22,Kiracı Oturuyor,3,17 Aralık 2021,Konut,310 m2,3+1,11. Kat,Merkezi (Pay Ölçer),Evet
5348,besiktas,"39,000,000TL",,17 Aralık 2021,450 m2,21 Ve Üzeri,3,Kiracı Oturuyor,5,17 Aralık 2021,Konut,400 m2,5+1,Villa Tipi,Kombi Doğalgaz,Evet
5349,besiktas,"215,000,000TL",,01 Mart 2022,700 m2,3,4,Boş,4,17 Aralık 2021,Konut,600 m2,7+1,Villa Tipi,Kombi Doğalgaz,Evet
5350,besiktas,"11,000,000TL",,17 Aralık 2021,200 m2,0 (Yeni),5,Boş,2,15 Aralık 2021,Konut,170 m2,4+1,5. Kat,Kombi Doğalgaz,Hayır
5351,besiktas,"4,100,000TL",,15 Aralık 2021,100 m2,21 Ve Üzeri,2,Kiracı Oturuyor,1,15 Aralık 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5352,besiktas,"25,000,000TL",,06 Şubat 2022,510 m2,15-Nov,4,Kiracı Oturuyor,4,14 Aralık 2021,Konut,500 m2,8+ Oda,Düz Giriş,Kombi Doğalgaz,Hayır
5353,besiktas,"11,000,000TL",,06 Şubat 2022,350 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,4,14 Aralık 2021,Konut,325 m2,6+2,Düz Giriş,Kombi Doğalgaz,Hayır
5354,besiktas,"14,500,000TL",,06 Şubat 2022,235 m2,16-20,4,Boş,3,14 Aralık 2021,Konut,225 m2,4+1,Düz Giriş,Kombi Doğalgaz,Hayır
5355,besiktas,"4,000,000TL",,07 Şubat 2022,100 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,14 Aralık 2021,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
5356,besiktas,"2,950,000TL",,30 Aralık 2021,160 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,2,13 Aralık 2021,Konut,140 m2,3+1,3. Kat,Merkezi Doğalgaz,Hayır
5357,besiktas,"4,950,000TL",,03 Şubat 2022,180 m2,21 Ve Üzeri,4,Boş,3,14 Aralık 2021,Konut,170 m2,8+ Oda,Düz Giriş,Kombi Doğalgaz,Hayır
5358,besiktas,"3,500,000TL",,04 Şubat 2022,100 m2,21 Ve Üzeri,6,Kiracı Oturuyor,1,14 Aralık 2021,Konut,90 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
5359,besiktas,"55,000,000TL",,06 Şubat 2022,410 m2,21 Ve Üzeri,3,Kiracı Oturuyor,3,14 Aralık 2021,Konut,400 m2,7+3,Düz Giriş,Kombi Doğalgaz,Hayır
5360,besiktas,"24,000,000TL",,09 Aralık 2021,360 m2,15-Nov,5,Boş,3,09 Aralık 2021,Konut,290 m2,5+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır
5361,besiktas,"4,200,000TL",,01 Şubat 2022,96 m2,15-Nov,30,Boş,1,09 Aralık 2021,Konut,76 m2,1+1,8. Kat,Merkezi (Pay Ölçer),Hayır
5362,besiktas,"120,000,000TL",,08 Şubat 2022,550 m2,4,18,Kiracı Oturuyor,6+,09 Aralık 2021,Konut,500 m2,6+1,6. Kat,Merkezi (Pay Ölçer),Hayır
5363,besiktas,"3,200,000TL",,09 Aralık 2021,135 m2,21 Ve Üzeri,4,Boş,2,09 Aralık 2021,Konut,130 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
5364,besiktas,"10,200,000TL",,17 Aralık 2021,330 m2,21 Ve Üzeri,3,Kiracı Oturuyor,3,09 Aralık 2021,Konut,320 m2,5+1,Düz Giriş,Kombi Doğalgaz,Hayır
5365,besiktas,"2,500,000TL",,29 Aralık 2021,130 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,09 Aralık 2021,Konut,110 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
5366,besiktas,"12,750,000TL",,08 Aralık 2021,190 m2,10-May,30,Boş,3,08 Aralık 2021,Konut,160 m2,2+1,29. Kat,Merkezi (Pay Ölçer),Evet
5367,besiktas,"4,000,000TL",,07 Aralık 2021,130 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,05 Aralık 2021,Konut,110 m2,3+1,4. Kat,Merkezi Doğalgaz,Evet
5368,besiktas,"5,250,000TL",,05 Aralık 2021,150 m2,0 (Yeni),4,Boş,2,05 Aralık 2021,Konut,140 m2,3+2,Düz Giriş,Kombi Doğalgaz,Hayır
5369,besiktas,"3,650,000TL",,05 Aralık 2021,115 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,05 Aralık 2021,Konut,100 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
5370,besiktas,"1,750,000TL",,05 Aralık 2021,100 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,05 Aralık 2021,Konut,90 m2,3+1,5. Kat,Merkezi (Pay Ölçer),Hayır
5371,besiktas,"14,000,000TL",,17 Aralık 2021,380 m2,15-Nov,27,Boş,3,05 Aralık 2021,Konut,302 m2,4+1,23. Kat,Merkezi Doğalgaz,Hayır
5372,besiktas,"1,100,000TL",,03 Ocak 2022,100 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,05 Aralık 2021,Konut,90 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
5373,besiktas,"36,000,000TL",,03 Aralık 2021,450 m2,10-May,5,Boş,4,03 Aralık 2021,Konut,400 m2,5+1,5. Kat,Merkezi (Pay Ölçer),Hayır
5374,besiktas,"45,500,000TL",,13 Aralık 2021,550 m2,15-Nov,3,Mülk Sahibi Oturuyor,6+,03 Aralık 2021,Konut,500 m2,6+2,Düz Giriş,Kombi Doğalgaz,Hayır
5375,besiktas,"1,500,000TL",,03 Aralık 2021,70 m2,21 Ve Üzeri,8,Kiracı Oturuyor,1,03 Aralık 2021,Konut,60 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
5376,besiktas,"2,600,000TL",,21 Aralık 2021,120 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,04 Aralık 2021,Konut,110 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5377,besiktas,"28,500,000TL",,03 Aralık 2021,350 m2,10-May,5,Mülk Sahibi Oturuyor,4,03 Aralık 2021,Konut,290 m2,5+1,1. Kat,Merkezi (Pay Ölçer),Hayır
5378,besiktas,"26,900,000TL",,02 Aralık 2021,340 m2,10-May,7,Boş,3,02 Aralık 2021,Konut,260 m2,3+1,4. Kat,Merkezi (Pay Ölçer),Evet
5379,besiktas,"35,000,000TL",,01 Aralık 2021,250 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,01 Aralık 2021,Konut,230 m2,4+1,3. Kat,Kombi Doğalgaz,Hayır
5380,besiktas,"18,000,000TL",,13 Aralık 2021,210 m2,15-Nov,6,Boş,2,01 Aralık 2021,Konut,190 m2,3+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5381,besiktas,"2,500,000TL",,02 Mart 2022,100 m2,0 (Yeni),15,Boş,1,01 Aralık 2021,Konut,70 m2,2+1,3. Kat,Merkezi Doğalgaz,Hayır
5382,besiktas,"2,650,000TL",,01 Aralık 2021,120 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,01 Aralık 2021,Konut,110 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5383,besiktas,"10,500,000TL",,23 Aralık 2021,215 m2,3,4,Kiracı Oturuyor,4,01 Aralık 2021,Konut,185 m2,3.5+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5384,besiktas,"11,250,000TL",,23 Aralık 2021,215 m2,4,4,Kiracı Oturuyor,4,01 Aralık 2021,Konut,185 m2,3.5+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5385,besiktas,"11,000,000TL",,23 Aralık 2021,160 m2,4,4,Boş,3,01 Aralık 2021,Konut,125 m2,3.5+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5386,besiktas,"1,450,000TL",,01 Aralık 2021,130 m2,2,7,Boş,2,01 Aralık 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
5387,besiktas,"17,500,000TL",,01 Aralık 2021,200 m2,21 Ve Üzeri,1,Kiracı Oturuyor,1,01 Aralık 2021,Konut,180 m2,3+1,Düz Giriş,Kombi Doğalgaz,Hayır
5388,besiktas,"8,000,000TL",,23 Aralık 2021,110 m2,10-May,4,Boş,1,01 Aralık 2021,Konut,85 m2,2.5+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5389,besiktas,"950,000TL",,15 Aralık 2021,70 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,01 Aralık 2021,Konut,65 m2,2+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
5390,besiktas,"8,500,000TL",,01 Aralık 2021,140 m2,21 Ve Üzeri,4,Boş,2,01 Aralık 2021,Konut,120 m2,2+1,1. Kat,Merkezi Doğalgaz,Hayır
5391,besiktas,"45,500,000TL",,01 Aralık 2021,550 m2,15-Nov,3,Mülk Sahibi Oturuyor,6+,30 Kasım 2021,Konut,500 m2,6+1,Müstakil,Kombi Doğalgaz,Hayır
5392,besiktas,"23,500,000TL",,29 Kasım 2021,350 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,29 Kasım 2021,Konut,320 m2,5+1,4. Kat,Merkezi Doğalgaz,Hayır
5393,besiktas,"1,950,000TL",,03 Mart 2022,70 m2,0 (Yeni),15,Boş,1,30 Kasım 2021,Konut,50 m2,1+1,10. Kat,Merkezi Doğalgaz,Hayır
5394,besiktas,"895,000TL",,29 Kasım 2021,90 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,29 Kasım 2021,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
5395,besiktas,"1,200,000TL",,01 Aralık 2021,90 m2,21 Ve Üzeri,6,Kiracı Oturuyor,1,29 Kasım 2021,Konut,80 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
5396,besiktas,"5,620,000TL",,09 Aralık 2021,65 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,28 Kasım 2021,Konut,64 m2,1+1,Müstakil,Kombi Doğalgaz,Hayır
5397,besiktas,"7,250,000TL",,03 Mart 2022,180 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,29 Kasım 2021,Konut,170 m2,4+1,1. Kat,Merkezi Doğalgaz,Hayır
5398,besiktas,"28,000,000TL",,27 Kasım 2021,225 m2,10-May,6,Kiracı Oturuyor,4,27 Kasım 2021,Konut,205 m2,4+1,2. Kat,Merkezi (Pay Ölçer),Hayır
5399,besiktas,"6,000,000TL",,27 Kasım 2021,77 m2,10-May,14,Boş,1,27 Kasım 2021,Konut,58 m2,Stüdyo,1. Kat,Merkezi (Pay Ölçer),Hayır
5400,besiktas,"22,000,000TLarrow_downward%20",,23 Aralık 2021,270 m2,4,7,Boş,3,26 Kasım 2021,Konut,240 m2,3+1,4. Kat,Merkezi Doğalgaz,Evet
5401,besiktas,"3,100,000TL",,26 Ocak 2022,130 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,1,27 Kasım 2021,Konut,110 m2,3+1,2. Kat,Merkezi Doğalgaz,Hayır
5402,besiktas,"3,000,000TL",,30 Kasım 2021,105 m2,0 (Yeni),6,Boş,1,26 Kasım 2021,Konut,90 m2,3+1,2. Kat,Yerden Isıtma,Hayır
5403,besiktas,"19,500,000TL",,08 Şubat 2022,210 m2,4,9,Kiracı Oturuyor,3,25 Kasım 2021,Konut,165 m2,3+1,8. Kat,Isıtma Yok,Hayır
5404,besiktas,"2,000,000TL",,03 Mart 2022,68 m2,21 Ve Üzeri,3,Boş,2,24 Kasım 2021,Konut,60 m2,5+2,Düz Giriş,Kombi Doğalgaz,Hayır
5405,besiktas,"52,000,000TL",,23 Kasım 2021,500 m2,15-Nov,4,Boş,5,23 Kasım 2021,Konut,400 m2,7+1,Villa Tipi,Kombi Doğalgaz,Hayır
5406,besiktas,"54,500,000TL",,23 Kasım 2021,750 m2,10-May,14,Kiracı Oturuyor,6+,23 Kasım 2021,Konut,732 m2,8+ Oda,2. Kat,Merkezi (Pay Ölçer),Hayır
5407,besiktas,"3,000,000TL",,26 Kasım 2021,105 m2,10-May,6,Kiracı Oturuyor,1,22 Kasım 2021,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5408,besiktas,"4,250,000TL",,17 Aralık 2021,90 m2,10-May,15,Kiracı Oturuyor,1,22 Kasım 2021,Konut,80 m2,1+1,6. Kat,Merkezi (Pay Ölçer),Hayır
5409,besiktas,"1,675,000TL",,28 Şubat 2022,100 m2,21 Ve Üzeri,5,Boş,1,23 Kasım 2021,Konut,85 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5410,besiktas,"2,000,000TL",,03 Mart 2022,66 m2,21 Ve Üzeri,3,Boş,2,23 Kasım 2021,Konut,60 m2,5+1,Müstakil,Isıtma Yok,Hayır
5411,besiktas,"1,020,000TL",,05 Şubat 2022,120 m2,21 Ve Üzeri,6,Kiracı Oturuyor,1,21 Kasım 2021,Konut,90 m2,2+1,Kot 1 (-1). Kat,Merkezi Doğalgaz,Hayır
5412,besiktas,"40,000,000TL",,23 Şubat 2022,330 m2,21 Ve Üzeri,3,Boş,3,22 Kasım 2021,Konut,310 m2,6+1,3. Kat,Kombi Doğalgaz,Hayır
5413,besiktas,"54,500,000TL",,20 Kasım 2021,750 m2,10-May,14,Kiracı Oturuyor,6+,20 Kasım 2021,Konut,732 m2,8+ Oda,14. Kat,Merkezi (Pay Ölçer),Hayır
5414,besiktas,"17,000,000TL",,20 Kasım 2021,350 m2,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,2,20 Kasım 2021,Konut,300 m2,3+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
5415,besiktas,"3,050,000TL",,17 Ocak 2022,145 m2,21 Ve Üzeri,5,Boş,2,20 Kasım 2021,Konut,130 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
5416,besiktas,"1,050,000TL",,20 Kasım 2021,140 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,19 Kasım 2021,Konut,125 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
5417,besiktas,"1,300,000TL",,14 Aralık 2021,110 m2,21 Ve Üzeri,5,Boş,1,19 Kasım 2021,Konut,100 m2,3+1,Kot 1 (-1). Kat,Merkezi Doğalgaz,Hayır
5418,besiktas,"14,000,000TL",,19 Kasım 2021,275 m2,21 Ve Üzeri,27,Mülk Sahibi Oturuyor,3,19 Kasım 2021,Konut,250 m2,5+1,10. Kat,Merkezi (Pay Ölçer),Evet
5419,besiktas,"250,000,000TL",,22 Kasım 2021,1.100 m2,15-Nov,2,Kiracı Oturuyor,6+,19 Kasım 2021,Konut,900 m2,8+ Oda,Düz Giriş,Kombi Doğalgaz,Hayır
5420,besiktas,"1,100,000TL",,14 Aralık 2021,55 m2,15-Nov,4,Boş,1,19 Kasım 2021,Konut,45 m2,1+1,4. Kat,Isıtma Yok,Hayır
5421,besiktas,"18,900,000TL",,17 Aralık 2021,280 m2,10-May,30,Boş,3,18 Kasım 2021,Konut,230 m2,3+1,24. Kat,Merkezi (Pay Ölçer),Evet
5422,besiktas,"2,550,000TL",,18 Kasım 2021,137 m2,0 (Yeni),14,Boş,2,18 Kasım 2021,Konut,82 m2,2+1,14. Kat,Merkezi (Pay Ölçer),Hayır
5423,besiktas,"55,000,000TL",,20 Aralık 2021,355 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,3,18 Kasım 2021,Konut,350 m2,6+2,Düz Giriş,Merkezi (Pay Ölçer),Hayır
5424,besiktas,"820,000TL",,13 Ocak 2022,75 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,18 Kasım 2021,Konut,69 m2,1+1,Yüksek Giriş,Doğalgaz Sobalı,Hayır
5425,besiktas,"1,490,000TL",,16 Şubat 2022,75 m2,10-May,6,Kiracı Oturuyor,1,17 Kasım 2021,Konut,65 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
5426,besiktas,"250,000,000TL",,24 Kasım 2021,1.100 m2,15-Nov,2,Kiracı Oturuyor,6+,17 Kasım 2021,Konut,900 m2,8+ Oda,Villa Tipi,Kombi Doğalgaz,Hayır
5427,besiktas,"10,500,000TL",,30 Aralık 2021,145 m2,1,5,Boş,2,17 Kasım 2021,Konut,120 m2,2+1,2. Kat,Yerden Isıtma,Hayır
5428,besiktas,"13,500,000TLarrow_downward%6",,09 Şubat 2022,170 m2,21 Ve Üzeri,6,Boş,2,16 Kasım 2021,Konut,150 m2,3+1,3. Kat,Merkezi (Pay Ölçer),Hayır
5429,besiktas,"37,800,000TL",,16 Kasım 2021,350 m2,10-May,23,Boş,3,15 Kasım 2021,Konut,300 m2,4+1,6. Kat,Merkezi (Pay Ölçer),Evet
5430,besiktas,"52,000,000TL",,15 Kasım 2021,500 m2,15-Nov,6,Kiracı Oturuyor,5,15 Kasım 2021,Konut,437 m2,6+1,6. Kat,Merkezi (Pay Ölçer),Evet
5431,besiktas,"58,000,000TL",,24 Şubat 2022,295 m2,10-May,25,Kiracı Oturuyor,3,14 Kasım 2021,Konut,220 m2,4+1,17. Kat,Merkezi Doğalgaz,Hayır
