,district,fiyat,,update_date,m2_brut,bina_yasi,kat_sayisi,kullanim_durumu,banyo_sayisi,creation_date,Type,m2_net,oda_sayisi,bulundugu_kat,isitma_tip,site
17486,maltepe,"950,000TLarrow_downward%10",,20 Ocak 2022,58 m2,0 (Yeni),4,Boş,1,28 Aralık 2021,Konut,48 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17487,maltepe,"2,995,000TLarrow_downward%5",,25 Ocak 2022,180 m2,16-20,5,Kiracı Oturuyor,1,28 Aralık 2021,Konut,165 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17488,maltepe,"2,450,000TL",,31 Ocak 2022,150 m2,0 (Yeni),4,Boş,2,27 Aralık 2021,Konut,130 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17489,maltepe,"1,120,000TLarrow_downward%11",,18 Şubat 2022,120 m2,21 Ve Üzeri,9,Mülk Sahibi Oturuyor,2,28 Aralık 2021,Konut,105 m2,3+1,6. Kat,Merkezi Doğalgaz,Evet
17490,maltepe,"2,500,000TL",,19 Şubat 2022,142 m2,0 (Yeni),4,Boş,2,28 Aralık 2021,Konut,122 m2,4+2,4. Kat,Kombi Doğalgaz,Hayır
17491,maltepe,"2,100,000TL",,01 Mart 2022,120 m2,10-May,4,Kiracı Oturuyor,1,27 Aralık 2021,Konut,105 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
17492,maltepe,"2,475,000TL",,04 Mart 2022,220 m2,10-May,5,Kiracı Oturuyor,2,27 Aralık 2021,Konut,190 m2,4+2,5. Kat,Kombi Doğalgaz,Hayır
17493,maltepe,"1,080,000TL",,28 Şubat 2022,58 m2,0 (Yeni),4,Boş,1,28 Aralık 2021,Konut,48 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17494,maltepe,"1,850,000TL",,02 Mart 2022,98 m2,4,4,Mülk Sahibi Oturuyor,1,27 Aralık 2021,Konut,85 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
17495,maltepe,"2,150,000TL",,26 Aralık 2021,165 m2,21 Ve Üzeri,4,Kiracı Oturuyor,2,26 Aralık 2021,Konut,135 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
17496,maltepe,"890,000TL",,03 Mart 2022,130 m2,16-20,5,Kiracı Oturuyor,2,26 Aralık 2021,Konut,125 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
17497,maltepe,"1,460,000TL",,26 Ocak 2022,61 m2,10-May,30,Kiracı Oturuyor,1,27 Aralık 2021,Konut,37 m2,1+1,28. Kat,Kombi Doğalgaz,Hayır
17498,maltepe,"2,250,000TL",,26 Ocak 2022,101 m2,10-May,30,Kiracı Oturuyor,1,27 Aralık 2021,Konut,64 m2,2+1,27. Kat,Klimalı,Hayır
17499,maltepe,"2,100,000TL",,01 Mart 2022,120 m2,10-May,4,Kiracı Oturuyor,1,27 Aralık 2021,Konut,105 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
17500,maltepe,"2,375,000TL",,04 Mart 2022,160 m2,2,4,Boş,3,27 Aralık 2021,Konut,140 m2,3+2,4. Kat,Merkezi (Pay Ölçer),Hayır
17501,maltepe,"985,000TL",,03 Mart 2022,85 m2,10-May,5,Kiracı Oturuyor,1,27 Aralık 2021,Konut,75 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17502,maltepe,"1,530,000TL",,04 Mart 2022,130 m2,10-May,4,Kiracı Oturuyor,1,27 Aralık 2021,Konut,120 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17503,maltepe,"2,350,000TL",,26 Aralık 2021,110 m2,4,4,Kiracı Oturuyor,1,26 Aralık 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17504,maltepe,"2,100,000TL",,26 Aralık 2021,188 m2,10-May,4,Boş,2,26 Aralık 2021,Konut,165 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
17505,maltepe,"1,275,000TL",,26 Aralık 2021,80 m2,0 (Yeni),4,Boş,1,26 Aralık 2021,Konut,70 m2,2+1,3. Kat,Yerden Isıtma,Hayır
17506,maltepe,"3,550,000TL",,26 Aralık 2021,260 m2,0 (Yeni),5,Boş,3,26 Aralık 2021,Konut,220 m2,4+1,5. Kat,Merkezi (Pay Ölçer),Hayır
17507,maltepe,"1,250,000TL",,26 Aralık 2021,140 m2,21 Ve Üzeri,9,Kiracı Oturuyor,2,26 Aralık 2021,Konut,110 m2,3+1,6. Kat,Kombi Doğalgaz,Hayır
17508,maltepe,"2,900,000TL",,26 Aralık 2021,100 m2,0 (Yeni),5,Boş,1,26 Aralık 2021,Konut,75 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17509,maltepe,"760,000TLarrow_downward%5",,07 Ocak 2022,85 m2,21 Ve Üzeri,5,Kiracı Oturuyor,1,25 Aralık 2021,Konut,68 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17510,maltepe,"730,000TLarrow_downward%2",,30 Ocak 2022,40 m2,3,27,Kiracı Oturuyor,1,25 Aralık 2021,Konut,30 m2,Stüdyo,11. Kat,Kat Kaloriferi,Hayır
17511,maltepe,"2,675,000TL",,17 Şubat 2022,220 m2,21 Ve Üzeri,4,Boş,2,25 Aralık 2021,Konut,200 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
17512,maltepe,"965,000TL",,22 Şubat 2022,65 m2,0 (Yeni),4,Boş,1,26 Aralık 2021,Konut,55 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17513,maltepe,"2,850,000TL",,04 Mart 2022,90 m2,0 (Yeni),24,Kiracı Oturuyor,1,25 Aralık 2021,Konut,60 m2,2+1,16. Kat,Merkezi (Pay Ölçer),Hayır
17514,maltepe,"1,050,000TLarrow_downward%90",,27 Şubat 2022,120 m2,1,5,Boş,1,25 Aralık 2021,Konut,115 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
17515,maltepe,"1,100,000TL",,24 Aralık 2021,90 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,24 Aralık 2021,Konut,80 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
17516,maltepe,"4,650,000TL",,17 Şubat 2022,165 m2,10-May,3,Boş,2,25 Aralık 2021,Konut,140 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Evet
17517,maltepe,"1,450,000TL",,17 Şubat 2022,130 m2,21 Ve Üzeri,5,Boş,1,25 Aralık 2021,Konut,110 m2,3+1,3. Kat,Merkezi Doğalgaz,Hayır
17518,maltepe,"495,000TL",,25 Şubat 2022,72 m2,10-May,4,Kiracı Oturuyor,1,24 Aralık 2021,Konut,57 m2,1+1,Yüksek Bodrum,Kombi Doğalgaz,Hayır
17519,maltepe,"1,400,000TL",,03 Mart 2022,90 m2,10-May,5,Mülk Sahibi Oturuyor,1,25 Aralık 2021,Konut,75 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
17520,maltepe,"900,000TL",,27 Aralık 2021,130 m2,15-Nov,10,Mülk Sahibi Oturuyor,2,24 Aralık 2021,Konut,110 m2,3+1,2. Kat,Kombi Doğalgaz,Evet
17521,maltepe,"3,100,000TL",,24 Aralık 2021,150 m2,0 (Yeni),5,Boş,2,24 Aralık 2021,Konut,125 m2,3+1,1. Kat,Merkezi (Pay Ölçer),Hayır
17522,maltepe,"1,250,000TLarrow_downward%11",,31 Aralık 2021,180 m2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,2,23 Aralık 2021,Konut,160 m2,4+2,Bahçe Katı,Kombi Doğalgaz,Hayır
17523,maltepe,"2,575,000TL",,17 Şubat 2022,210 m2,3,4,Kiracı Oturuyor,2,23 Aralık 2021,Konut,180 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
17524,maltepe,"5,700,000TL",,18 Şubat 2022,300 m2,0 (Yeni),4,Boş,4,24 Aralık 2021,Konut,280 m2,6+2,4. Kat,Merkezi (Pay Ölçer),Hayır
17525,maltepe,"1,300,000TL",,18 Şubat 2022,125 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,23 Aralık 2021,Konut,110 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
17526,maltepe,"750,000TL",,18 Şubat 2022,46 m2,4,19,Kiracı Oturuyor,1,23 Aralık 2021,Konut,29 m2,1 Oda,16. Kat,Klimalı,Evet
17527,maltepe,"1,400,000TLarrow_downward%4",,25 Şubat 2022,180 m2,10-May,4,Kiracı Oturuyor,2,23 Aralık 2021,Konut,170 m2,4+2,Yüksek Giriş,Kombi Doğalgaz,Hayır
17528,maltepe,"1,890,000TL",,28 Şubat 2022,180 m2,10-May,5,Kiracı Oturuyor,2,24 Aralık 2021,Konut,150 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
17529,maltepe,"8,400,000TL",,10 Şubat 2022,134 m2,2,16,Boş,2,23 Aralık 2021,Konut,110 m2,3+1,2. Kat,Yerden Isıtma,Evet
17530,maltepe,"965,000TL",,17 Şubat 2022,65 m2,0 (Yeni),4,Boş,1,23 Aralık 2021,Konut,56 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17531,maltepe,"880,000TL",,17 Şubat 2022,85 m2,0 (Yeni),4,Boş,1,22 Aralık 2021,Konut,70 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17532,maltepe,"1,480,000TL",,17 Şubat 2022,85 m2,4,4,Boş,1,22 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17533,maltepe,"595,000TL",,23 Şubat 2022,65 m2,10-May,5,Kiracı Oturuyor,1,23 Aralık 2021,Konut,55 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17534,maltepe,"1,385,000TL",,03 Mart 2022,180 m2,10-May,4,Kiracı Oturuyor,2,22 Aralık 2021,Konut,170 m2,4+2,Yüksek Giriş,Kombi Doğalgaz,Hayır
17535,maltepe,"2,450,000TL",,02 Mart 2022,240 m2,10-May,4,Mülk Sahibi Oturuyor,3,23 Aralık 2021,Konut,200 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
17536,maltepe,"960,000TL",,28 Şubat 2022,65 m2,0 (Yeni),4,Boş,1,22 Aralık 2021,Konut,55 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17537,maltepe,"1,300,000TL",,21 Aralık 2021,130 m2,21 Ve Üzeri,5,Kiracı Oturuyor,2,21 Aralık 2021,Konut,100 m2,3+1,3. Kat,Kombi Doğalgaz,Hayır
17538,maltepe,"3,000,000TL",,17 Ocak 2022,250 m2,2,8,Boş,2,22 Aralık 2021,Konut,225 m2,6+2,7. Kat,Kombi Doğalgaz,Hayır
17539,maltepe,"1,350,000TL",,22 Şubat 2022,95 m2,4,4,Boş,1,21 Aralık 2021,Konut,80 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17540,maltepe,"1,200,000TL",,22 Ocak 2022,95 m2,0 (Yeni),4,Boş,1,20 Aralık 2021,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17541,maltepe,"2,300,000TL",,04 Mart 2022,200 m2,10-May,5,Mülk Sahibi Oturuyor,2,21 Aralık 2021,Konut,150 m2,4+1,5. Kat,Merkezi (Pay Ölçer),Hayır
17542,maltepe,"2,800,000TL",,04 Mart 2022,117 m2,0 (Yeni),30,Boş,1,21 Aralık 2021,Konut,78 m2,2+1,4. Kat,Yerden Isıtma,Hayır
17543,maltepe,"1,650,000TL",,04 Mart 2022,90 m2,4,4,Boş,1,21 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17544,maltepe,"455,000TL",,03 Mart 2022,67 m2,10-May,5,Kiracı Oturuyor,1,21 Aralık 2021,Konut,57 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17545,maltepe,"950,000TL",,03 Mart 2022,160 m2,10-May,4,Kiracı Oturuyor,2,21 Aralık 2021,Konut,145 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
17546,maltepe,"1,275,000TL",,22 Aralık 2021,100 m2,21 Ve Üzeri,4,Boş,1,20 Aralık 2021,Konut,85 m2,2+1,1. Kat,Merkezi Doğalgaz,Hayır
17547,maltepe,"615,000TLarrow_downward%5",,18 Şubat 2022,70 m2,21 Ve Üzeri,4,Boş,1,20 Aralık 2021,Konut,60 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17548,maltepe,"1,650,000TL",,01 Mart 2022,90 m2,4,4,Boş,1,20 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17549,maltepe,"3,600,000TL",,19 Aralık 2021,235 m2,2,7,Boş,3,19 Aralık 2021,Konut,220 m2,5+2,7. Kat,Kombi Doğalgaz,Hayır
17550,maltepe,"765,000TL",,19 Aralık 2021,70 m2,10-May,4,Boş,1,19 Aralık 2021,Konut,60 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17551,maltepe,"910,000TL",,19 Aralık 2021,180 m2,4,4,Kiracı Oturuyor,2,19 Aralık 2021,Konut,165 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
17552,maltepe,"1,300,000TL",,20 Aralık 2021,72 m2,4,19,Boş,1,18 Aralık 2021,Konut,53 m2,1+1,14. Kat,Isıtma Yok,Hayır
17553,maltepe,"875,000TL",,18 Aralık 2021,85 m2,10-May,4,Kiracı Oturuyor,1,18 Aralık 2021,Konut,75 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17554,maltepe,"650,000TL",,17 Aralık 2021,110 m2,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,2,17 Aralık 2021,Konut,85 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
17555,maltepe,"720,000TL",,13 Ocak 2022,52 m2,4,19,Kiracı Oturuyor,1,18 Aralık 2021,Konut,30 m2,Stüdyo,5. Kat,Isıtma Yok,Hayır
17556,maltepe,"1,300,000TL",,13 Ocak 2022,72 m2,4,19,Kiracı Oturuyor,1,18 Aralık 2021,Konut,50 m2,1+1,1. Kat,Isıtma Yok,Hayır
17557,maltepe,"1,830,000TL",,01 Mart 2022,115 m2,10-May,4,Mülk Sahibi Oturuyor,1,17 Aralık 2021,Konut,90 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
17558,maltepe,"1,035,000TL",,17 Aralık 2021,92 m2,2,5,Mülk Sahibi Oturuyor,1,17 Aralık 2021,Konut,85 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
17559,maltepe,"950,000TL",,05 Ocak 2022,182 m2,10-May,5,Mülk Sahibi Oturuyor,2,17 Aralık 2021,Konut,160 m2,4+1,5. Kat,Kombi Doğalgaz,Hayır
17560,maltepe,"499,999TL",,17 Aralık 2021,91 m2,10-May,5,Kiracı Oturuyor,1,17 Aralık 2021,Konut,80 m2,2+1,Kot 1 (-1). Kat,Kombi Doğalgaz,Hayır
17561,maltepe,"935,000TL",,17 Aralık 2021,85 m2,0 (Yeni),5,Boş,1,17 Aralık 2021,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17562,maltepe,"1,524,000TL",,17 Aralık 2021,133 m2,3,5,Mülk Sahibi Oturuyor,2,17 Aralık 2021,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
17563,maltepe,"2,900,000TL",,16 Aralık 2021,113 m2,10-May,24,Mülk Sahibi Oturuyor,1,16 Aralık 2021,Konut,85 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Hayır
17564,maltepe,"985,000TL",,22 Şubat 2022,100 m2,10-May,4,Boş,1,15 Aralık 2021,Konut,88 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
17565,maltepe,"1,650,000TL",,01 Mart 2022,90 m2,4,4,Boş,1,15 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17566,maltepe,"2,400,000TL",,22 Şubat 2022,125 m2,0 (Yeni),4,Boş,1,15 Aralık 2021,Konut,110 m2,2+1,1. Kat,Merkezi (Pay Ölçer),Hayır
17567,maltepe,"760,000TL",,22 Şubat 2022,85 m2,21 Ve Üzeri,7,Boş,1,15 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17568,maltepe,"4,650,000TL",,04 Mart 2022,265 m2,0 (Yeni),11,Boş,4,16 Aralık 2021,Konut,240 m2,5+2,11. Kat,Merkezi (Pay Ölçer),Hayır
17569,maltepe,"1,750,000TL",,04 Mart 2022,70 m2,0 (Yeni),4,Boş,1,16 Aralık 2021,Konut,60 m2,1+1,3. Kat,Kombi Doğalgaz,Hayır
17570,maltepe,"3,250,000TL",,04 Mart 2022,260 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,4,16 Aralık 2021,Konut,220 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17571,maltepe,"2,500,000TL",,01 Mart 2022,160 m2,0 (Yeni),4,Boş,2,15 Aralık 2021,Konut,140 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17572,maltepe,"375,000TL",,03 Mart 2022,160 m2,16-20,7,Kiracı Oturuyor,2,15 Aralık 2021,Konut,150 m2,4+1,7. Kat,Kombi Doğalgaz,Hayır
17573,maltepe,"2,600,000TL",,14 Aralık 2021,170 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,14 Aralık 2021,Konut,150 m2,4+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17574,maltepe,"2,600,000TL",,22 Aralık 2021,125 m2,0 (Yeni),5,Boş,2,14 Aralık 2021,Konut,100 m2,2+1,3. Kat,Merkezi (Pay Ölçer),Hayır
17575,maltepe,"2,500,000TL",,21 Aralık 2021,225 m2,3,4,Mülk Sahibi Oturuyor,2,14 Aralık 2021,Konut,175 m2,5+2,4. Kat,Kombi Doğalgaz,Hayır
17576,maltepe,"775,000TL",,13 Aralık 2021,110 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,13 Aralık 2021,Konut,95 m2,2+1,Düz Giriş,Kombi Doğalgaz,Hayır
17577,maltepe,"22,000,000TL",,13 Aralık 2021,3.300 m2,15-Nov,5,Boş,Yok,13 Aralık 2021,Konut,3.299 m2,1 Oda,Düz Giriş,Isıtma Yok,Hayır
17578,maltepe,"3,800,000TL",,13 Aralık 2021,220 m2,0 (Yeni),4,Boş,2,13 Aralık 2021,Konut,180 m2,5+2,4. Kat,Merkezi (Pay Ölçer),Hayır
17579,maltepe,"800,000TL",,08 Şubat 2022,60 m2,2,5,Kiracı Oturuyor,1,14 Aralık 2021,Konut,50 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17580,maltepe,"1,585,000TLarrow_downward%6",,17 Şubat 2022,110 m2,15-Nov,4,Mülk Sahibi Oturuyor,1,14 Aralık 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17581,maltepe,"2,750,000TL",,04 Mart 2022,91 m2,0 (Yeni),24,Kiracı Oturuyor,1,13 Aralık 2021,Konut,60 m2,2+1,16. Kat,Merkezi (Pay Ölçer),Hayır
17582,maltepe,"1,600,000TL",,25 Şubat 2022,125 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,14 Aralık 2021,Konut,105 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
17583,maltepe,"3,100,000TLarrow_downward%4",,08 Şubat 2022,165 m2,10-May,5,Kiracı Oturuyor,3,13 Aralık 2021,Konut,140 m2,2+2,5. Kat,Kombi Doğalgaz,Hayır
17584,maltepe,"750,000TL",,03 Mart 2022,85 m2,10-May,4,Mülk Sahibi Oturuyor,1,13 Aralık 2021,Konut,70 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17585,maltepe,"1,100,000TL",,24 Şubat 2022,95 m2,4,8,Mülk Sahibi Oturuyor,1,11 Aralık 2021,Konut,85 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
17586,maltepe,"1,300,000TL",,11 Aralık 2021,125 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,11 Aralık 2021,Konut,110 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
17587,maltepe,"2,450,000TL",,11 Aralık 2021,190 m2,0 (Yeni),5,Boş,2,11 Aralık 2021,Konut,180 m2,5+2,5. Kat,Kombi Doğalgaz,Hayır
17588,maltepe,"844,000TL",,12 Şubat 2022,90 m2,10-May,5,Kiracı Oturuyor,1,10 Aralık 2021,Konut,85 m2,2+1,3. Kat,Kombi Doğalgaz,Hayır
17589,maltepe,"1,475,000TLarrow_downward%21",,24 Şubat 2022,60 m2,2,4,Kiracı Oturuyor,1,10 Aralık 2021,Konut,50 m2,1+1,2. Kat,Merkezi (Pay Ölçer),Hayır
17590,maltepe,"700,000TL",,20 Aralık 2021,75 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,10 Aralık 2021,Konut,68 m2,2+1,Tam Bodrum,Kombi Doğalgaz,Hayır
17591,maltepe,"830,000TL",,10 Aralık 2021,85 m2,0 (Yeni),4,Boş,1,10 Aralık 2021,Konut,70 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17592,maltepe,"895,000TL",,02 Ocak 2022,90 m2,0 (Yeni),4,Boş,1,10 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17593,maltepe,"2,500,000TL",,17 Şubat 2022,135 m2,4,6,Mülk Sahibi Oturuyor,2,10 Aralık 2021,Konut,115 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17594,maltepe,"1,170,000TL",,08 Ocak 2022,100 m2,0 (Yeni),5,Boş,2,09 Aralık 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17595,maltepe,"1,250,000TL",,01 Şubat 2022,120 m2,21 Ve Üzeri,7,Kiracı Oturuyor,1,08 Aralık 2021,Konut,95 m2,3+1,5. Kat,Kombi Doğalgaz,Hayır
17596,maltepe,"1,650,000TL",,03 Mart 2022,90 m2,4,4,Boş,1,09 Aralık 2021,Konut,75 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17597,maltepe,"1,785,000TL",,25 Şubat 2022,150 m2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,1,08 Aralık 2021,Konut,130 m2,3+1,4. Kat,Merkezi Doğalgaz,Hayır
17598,maltepe,"1,390,000TL",,08 Aralık 2021,130 m2,21 Ve Üzeri,4,Boş,1,08 Aralık 2021,Konut,120 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17599,maltepe,"1,800,000TL",,07 Aralık 2021,130 m2,21 Ve Üzeri,3,Boş,2,07 Aralık 2021,Konut,110 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
17600,maltepe,"1,350,000TL",,10 Ocak 2022,100 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,07 Aralık 2021,Konut,80 m2,2+1,2. Kat,Merkezi Doğalgaz,Hayır
17601,maltepe,"1,100,000TL",,26 Ocak 2022,95 m2,0 (Yeni),4,Boş,1,08 Aralık 2021,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17602,maltepe,"985,000TL",,28 Ocak 2022,50 m2,10-May,4,Kiracı Oturuyor,1,07 Aralık 2021,Konut,40 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17603,maltepe,"1,300,000TLarrow_downward%14",,28 Ocak 2022,80 m2,0 (Yeni),4,Boş,1,07 Aralık 2021,Konut,70 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17604,maltepe,"795,000TL",,22 Şubat 2022,60 m2,0 (Yeni),4,Boş,1,07 Aralık 2021,Konut,45 m2,1+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17605,maltepe,"3,990,000TL",,27 Ocak 2022,435 m2,15-Nov,3,Kiracı Oturuyor,2,07 Aralık 2021,Konut,371 m2,7+3,3. Kat,Kombi Doğalgaz,Hayır
17606,maltepe,"1,320,000TL",,04 Mart 2022,175 m2,4,4,Boş,1,06 Aralık 2021,Konut,155 m2,4+1,4. Kat,Kombi Doğalgaz,Hayır
17607,maltepe,"1,175,000TL",,04 Aralık 2021,95 m2,4,5,Boş,2,04 Aralık 2021,Konut,80 m2,2+1,Bahçe Dublex,Kombi Doğalgaz,Hayır
17608,maltepe,"1,970,000TL",,03 Aralık 2021,210 m2,2,6,Boş,3,03 Aralık 2021,Konut,175 m2,4+2,6. Kat,Kombi Doğalgaz,Hayır
17609,maltepe,"1,975,000TL",,09 Ocak 2022,125 m2,10-May,4,Mülk Sahibi Oturuyor,2,03 Aralık 2021,Konut,105 m2,3+1,1. Kat,Kombi Doğalgaz,Hayır
17610,maltepe,"2,000,000TLarrow_downward%20",,22 Şubat 2022,130 m2,21 Ve Üzeri,3,Boş,1,03 Aralık 2021,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
17611,maltepe,"1,350,000TL",,22 Şubat 2022,85 m2,0 (Yeni),4,Boş,1,03 Aralık 2021,Konut,70 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Hayır
17612,maltepe,"2,500,000TL",,22 Şubat 2022,275 m2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,2,03 Aralık 2021,Konut,250 m2,4+2,3. Kat,Kombi Doğalgaz,Hayır
17613,maltepe,"6,350,000TL",,22 Şubat 2022,270 m2,2,4,Boş,3,03 Aralık 2021,Konut,220 m2,5+2,4. Kat,Kombi Doğalgaz,Hayır
17614,maltepe,"975,000TL",,22 Şubat 2022,85 m2,0 (Yeni),4,Boş,1,03 Aralık 2021,Konut,70 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Hayır
17615,maltepe,"790,000TL",,03 Mart 2022,90 m2,10-May,5,Kiracı Oturuyor,1,02 Aralık 2021,Konut,72 m2,2+1,1. Kat,Kombi Doğalgaz,Hayır
17616,maltepe,"639,000TL",,24 Şubat 2022,100 m2,10-May,4,Mülk Sahibi Oturuyor,1,02 Aralık 2021,Konut,90 m2,2+1,Kot 1 (-1). Kat,Kombi Fueloil,Hayır
17617,maltepe,"1,250,000TL",,14 Ocak 2022,185 m2,0 (Yeni),4,Boş,3,30 Kasım 2021,Konut,170 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
17618,maltepe,"1,570,000TL",,04 Mart 2022,190 m2,15-Nov,4,Kiracı Oturuyor,3,30 Kasım 2021,Konut,175 m2,3+2,4. Kat,Kombi Doğalgaz,Hayır
17619,maltepe,"2,750,000TL",,04 Mart 2022,100 m2,1,4,Boş,1,30 Kasım 2021,Konut,95 m2,3+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır
17620,maltepe,"3,470,000TL",,04 Mart 2022,210 m2,10-May,4,Kiracı Oturuyor,3,30 Kasım 2021,Konut,180 m2,3+1,4. Kat,Kombi Doğalgaz,Hayır
17621,maltepe,"900,000TL",,29 Kasım 2021,85 m2,10-May,6,Mülk Sahibi Oturuyor,1,29 Kasım 2021,Konut,70 m2,2+1,4. Kat,Kombi Doğalgaz,Hayır
17622,maltepe,"2,000,000TL",,28 Aralık 2021,130 m2,21 Ve Üzeri,3,Boş,1,29 Kasım 2021,Konut,115 m2,3+1,2. Kat,Kombi Doğalgaz,Hayır
17623,maltepe,"1,280,000TLarrow_downward%6",,22 Şubat 2022,100 m2,21 Ve Üzeri,4,Kiracı Oturuyor,1,29 Kasım 2021,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Hayır
17624,maltepe,"820,000TL",,27 Kasım 2021,70 m2,1,30,Boş,1,27 Kasım 2021,Konut,60 m2,1+1,10. Kat,Merkezi (Pay Ölçer),Hayır
